ID,Field Name,Label,Model,Model ID,Type,Relation,Required,Readonly,Stored
3835,write_uid,"Last Updated by",stock.quant,233,many2one,res.users,No,Yes,Yes
3842,company_id,"Company",stock.quant.package,234,many2one,res.company,No,Yes,Yes
3847,create_date,"Created on",stock.quant.package,234,datetime,,No,Yes,Yes
3846,create_uid,"Created by",stock.quant.package,234,many2one,res.users,No,Yes,Yes
3845,display_name,"Display Name",stock.quant.package,234,char,,No,Yes,No
3844,id,"ID",stock.quant.package,234,integer,,No,Yes,Yes
3841,location_id,"Location",stock.quant.package,234,many2one,stock.location,No,Yes,Yes
3838,name,"Package Reference",stock.quant.package,234,char,,Yes,No,Yes
3843,owner_id,"Owner",stock.quant.package,234,many2one,res.partner,No,Yes,No
28964,pack_date,"Pack Date",stock.quant.package,234,date,,No,No,Yes
3840,package_type_id,"Package Type",stock.quant.package,234,many2one,stock.package.type,No,No,Yes
26450,package_use,"Package Use",stock.quant.package,234,selection,,Yes,No,Yes
3839,quant_ids,"Bulk Content",stock.quant.package,234,one2many,stock.quant,No,Yes,Yes
21720,shipping_weight,"Shipping Weight",stock.quant.package,234,float,,No,No,Yes
28963,valid_sscc,"Package name is valid SSCC",stock.quant.package,234,boolean,,No,Yes,No
21718,weight,"Weight",stock.quant.package,234,float,,No,Yes,No
29940,weight_is_kg,"Technical field indicating whether weight uom is kg or not (i.e. lb)",stock.quant.package,234,boolean,,No,Yes,No
21719,weight_uom_name,"Weight unit of measure label",stock.quant.package,234,char,,No,Yes,No
29941,weight_uom_rounding,"Technical field indicating weight's number of decimal places",stock.quant.package,234,float,,No,Yes,No
3849,write_date,"Last Updated on",stock.quant.package,234,datetime,,No,Yes,Yes
3848,write_uid,"Last Updated by",stock.quant.package,234,many2one,res.users,No,Yes,Yes
38252,company_id,"Company",stock.quant.relocate,1947,many2one,res.company,No,Yes,No
38263,create_date,"Created on",stock.quant.relocate,1947,datetime,,No,Yes,Yes
38262,create_uid,"Created by",stock.quant.relocate,1947,many2one,res.users,No,Yes,Yes
38253,dest_location_id,"Dest Location",stock.quant.relocate,1947,many2one,stock.location,No,No,Yes
38255,dest_package_id,"Dest Package",stock.quant.relocate,1947,many2one,stock.quant.package,No,Yes,Yes
38254,dest_package_id_domain,"Dest Package Id Domain",stock.quant.relocate,1947,char,,No,Yes,No
38261,display_name,"Display Name",stock.quant.relocate,1947,char,,No,Yes,No
38260,id,"ID",stock.quant.relocate,1947,integer,,No,Yes,Yes
38259,is_multi_location,"Is Multi Location",stock.quant.relocate,1947,boolean,,No,Yes,No
38257,is_partial_package,"Is Partial Package",stock.quant.relocate,1947,boolean,,No,Yes,No
38256,message,"Reason for relocation",stock.quant.relocate,1947,text,,No,No,Yes
38258,partial_package_names,"Partial Package Names",stock.quant.relocate,1947,char,,No,Yes,No
38251,quant_ids,"Quant",stock.quant.relocate,1947,many2many,stock.quant,No,No,Yes
38265,write_date,"Last Updated on",stock.quant.relocate,1947,datetime,,No,Yes,Yes
38264,write_uid,"Last Updated by",stock.quant.relocate,1947,many2one,res.users,No,Yes,Yes
4159,create_date,"Created on",stock.quantity.history,252,datetime,,No,Yes,Yes
4158,create_uid,"Created by",stock.quantity.history,252,many2one,res.users,No,Yes,Yes
4157,display_name,"Display Name",stock.quantity.history,252,char,,No,Yes,No
4156,id,"ID",stock.quantity.history,252,integer,,No,Yes,Yes
4155,inventory_datetime,"Inventory at Date",stock.quantity.history,252,datetime,,No,No,Yes
4161,write_date,"Last Updated on",stock.quantity.history,252,datetime,,No,Yes,Yes
4160,write_uid,"Last Updated by",stock.quantity.history,252,many2one,res.users,No,Yes,Yes
26564,create_date,"Created on",stock.replenishment.info,1566,datetime,,No,Yes,Yes
26563,create_uid,"Created by",stock.replenishment.info,1566,many2one,res.users,No,Yes,Yes
26562,display_name,"Display Name",stock.replenishment.info,1566,char,,No,Yes,No
26560,id,"ID",stock.replenishment.info,1566,integer,,No,Yes,Yes
26558,json_lead_days,"Json Lead Days",stock.replenishment.info,1566,char,,No,Yes,No
26559,json_replenishment_history,"Json Replenishment History",stock.replenishment.info,1566,char,,No,Yes,No
26555,orderpoint_id,"Orderpoint",stock.replenishment.info,1566,many2one,stock.warehouse.orderpoint,No,No,Yes
26556,product_id,"Product",stock.replenishment.info,1566,many2one,product.product,No,Yes,No
26557,qty_to_order,"To Order",stock.replenishment.info,1566,float,,No,Yes,No
27010,supplierinfo_id,"Product Supplier",stock.replenishment.info,1566,many2one,product.supplierinfo,No,Yes,No
27011,supplierinfo_ids,"Supplierinfo",stock.replenishment.info,1566,many2many,product.supplierinfo,No,Yes,Yes
28999,warehouseinfo_ids,"Resupply Routes",stock.replenishment.info,1566,one2many,stock.route,No,Yes,No
29000,wh_replenishment_option_ids,"Wh Replenishment Option",stock.replenishment.info,1566,one2many,stock.replenishment.option,No,Yes,No
26566,write_date,"Last Updated on",stock.replenishment.info,1566,datetime,,No,Yes,Yes
26565,write_uid,"Last Updated by",stock.replenishment.info,1566,many2one,res.users,No,Yes,Yes
29015,create_date,"Created on",stock.replenishment.option,1739,datetime,,No,Yes,Yes
29014,create_uid,"Created by",stock.replenishment.option,1739,many2one,res.users,No,Yes,Yes
29013,display_name,"Display Name",stock.replenishment.option,1739,char,,No,Yes,No
29008,free_qty,"Free Qty",stock.replenishment.option,1739,float,,No,Yes,No
29011,id,"ID",stock.replenishment.option,1739,integer,,No,Yes,Yes
29009,lead_time,"Lead Time",stock.replenishment.option,1739,char,,No,Yes,No
29004,location_id,"Location Stock",stock.replenishment.option,1739,many2one,stock.location,No,Yes,No
29002,product_id,"Product",stock.replenishment.option,1739,many2one,product.product,No,No,Yes
29007,qty_to_order,"To Order",stock.replenishment.option,1739,float,,No,Yes,No
29003,replenishment_info_id,"Replenishment Info",stock.replenishment.option,1739,many2one,stock.replenishment.info,No,No,Yes
29001,route_id,"Route",stock.replenishment.option,1739,many2one,stock.route,No,No,Yes
29006,uom,"Unit of Measure Name",stock.replenishment.option,1739,char,,No,Yes,No
29005,warehouse_id,"Supplying Warehouse",stock.replenishment.option,1739,many2one,stock.warehouse,No,Yes,No
29010,warning_message,"Warning Message",stock.replenishment.option,1739,char,,No,Yes,No
29017,write_date,"Last Updated on",stock.replenishment.option,1739,datetime,,No,Yes,Yes
29016,write_uid,"Last Updated by",stock.replenishment.option,1739,many2one,res.users,No,Yes,Yes
4887,categ_id,"Product Category",stock.report,284,many2one,product.category,No,Yes,Yes
4886,company_id,"Company",stock.report,284,many2one,res.company,No,Yes,Yes
4870,creation_date,"Creation Date",stock.report,284,datetime,,No,Yes,Yes
4873,cycle_time,"Cycle Time (Days)",stock.report,284,float,,No,Yes,Yes
4869,date_done,"Transfer Date",stock.report,284,datetime,,No,Yes,Yes
4872,delay,"Delay (Days)",stock.report,284,float,,No,Yes,Yes
4888,display_name,"Display Name",stock.report,284,char,,No,Yes,No
4868,id,"ID",stock.report,284,integer,,No,Yes,Yes
4883,is_backorder,"Is a Backorder",stock.report,284,boolean,,No,Yes,Yes
4885,is_late,"Is Late",stock.report,284,boolean,,No,Yes,Yes
4875,operation_type,"Operation Type",stock.report,284,char,,No,Yes,Yes
26905,operation_type_id,"Operation",stock.report,284,many2one,stock.picking.type,No,Yes,Yes
4882,partner_id,"Partner",stock.report,284,many2one,res.partner,No,Yes,Yes
4879,picking_id,"Transfer Reference",stock.report,284,many2one,stock.picking,No,Yes,Yes
4877,picking_name,"Picking Name",stock.report,284,char,,No,Yes,Yes
4874,picking_type_code,"Type",stock.report,284,selection,,No,Yes,Yes
4876,product_id,"Product",stock.report,284,many2one,product.product,No,Yes,Yes
4884,product_qty,"Product Quantity",stock.report,284,float,,No,Yes,Yes
4878,reference,"Reference",stock.report,284,char,,No,Yes,Yes
4871,scheduled_date,"Expected Date",stock.report,284,datetime,,No,Yes,Yes
4881,state,"Status",stock.report,284,selection,,No,Yes,Yes
7640,stock_value,"Total Valuation of Inventory",stock.report,284,float,,No,Yes,No
7639,valuation,"Valuation of Inventory using a Domain",stock.report,284,float,,No,Yes,No
26904,accounting_date,"Accounting Date",stock.request.count,1565,date,,No,No,Yes
26552,create_date,"Created on",stock.request.count,1565,datetime,,No,Yes,Yes
26551,create_uid,"Created by",stock.request.count,1565,many2one,res.users,No,Yes,Yes
26550,display_name,"Display Name",stock.request.count,1565,char,,No,Yes,No
26548,id,"ID",stock.request.count,1565,integer,,No,Yes,Yes
26544,inventory_date,"Inventory Date",stock.request.count,1565,date,,Yes,No,Yes
26546,quant_ids,"Quant",stock.request.count,1565,many2many,stock.quant,No,No,Yes
26547,set_count,"Count",stock.request.count,1565,selection,,No,No,Yes
26545,user_id,"User",stock.request.count,1565,many2one,res.users,No,No,Yes
26554,write_date,"Last Updated on",stock.request.count,1565,datetime,,No,Yes,Yes
26553,write_uid,"Last Updated by",stock.request.count,1565,many2one,res.users,No,Yes,Yes
4103,company_id,"Company",stock.return.picking,246,many2one,res.company,No,Yes,No
4108,create_date,"Created on",stock.return.picking,246,datetime,,No,Yes,Yes
4107,create_uid,"Created by",stock.return.picking,246,many2one,res.users,No,Yes,Yes
4106,display_name,"Display Name",stock.return.picking,246,char,,No,Yes,No
4105,id,"ID",stock.return.picking,246,integer,,No,Yes,Yes
4104,location_id,"Return Location",stock.return.picking,246,many2one,stock.location,No,No,Yes
4100,move_dest_exists,"Chained Move Exists",stock.return.picking,246,boolean,,No,Yes,Yes
4101,original_location_id,"Original Location",stock.return.picking,246,many2one,stock.location,No,Yes,Yes
4102,parent_location_id,"Parent Location",stock.return.picking,246,many2one,stock.location,No,Yes,Yes
4098,picking_id,"Picking",stock.return.picking,246,many2one,stock.picking,No,No,Yes
4099,product_return_moves,"Moves",stock.return.picking,246,one2many,stock.return.picking.line,No,No,Yes
20217,subcontract_location_id,"Subcontract Location",stock.return.picking,246,many2one,stock.location,No,Yes,No
4110,write_date,"Last Updated on",stock.return.picking,246,datetime,,No,Yes,Yes
4109,write_uid,"Last Updated by",stock.return.picking,246,many2one,res.users,No,Yes,Yes
4094,create_date,"Created on",stock.return.picking.line,245,datetime,,No,Yes,Yes
4093,create_uid,"Created by",stock.return.picking.line,245,many2one,res.users,No,Yes,Yes
4092,display_name,"Display Name",stock.return.picking.line,245,char,,No,Yes,No
4091,id,"ID",stock.return.picking.line,245,integer,,No,Yes,Yes
4090,move_id,"Move",stock.return.picking.line,245,many2one,stock.move,No,No,Yes
4086,product_id,"Product",stock.return.picking.line,245,many2one,product.product,Yes,No,Yes
4087,quantity,"Quantity",stock.return.picking.line,245,float,,Yes,No,Yes
7122,to_refund,"Update quantities on SO/PO",stock.return.picking.line,245,boolean,,No,No,Yes
4088,uom_id,"Unit of Measure",stock.return.picking.line,245,many2one,uom.uom,No,Yes,No
4089,wizard_id,"Wizard",stock.return.picking.line,245,many2one,stock.return.picking,No,No,Yes
4096,write_date,"Last Updated on",stock.return.picking.line,245,datetime,,No,Yes,Yes
4095,write_uid,"Last Updated by",stock.return.picking.line,245,many2one,res.users,No,Yes,Yes
3543,active,"Active",stock.route,227,boolean,,No,No,Yes
3553,categ_ids,"Product Categories",stock.route,227,many2many,product.category,No,No,Yes
3551,company_id,"Company",stock.route,227,many2one,res.company,No,No,Yes
3559,create_date,"Created on",stock.route,227,datetime,,No,Yes,Yes
3558,create_uid,"Created by",stock.route,227,many2one,res.users,No,Yes,Yes
3557,display_name,"Display Name",stock.route,227,char,,No,Yes,No
3556,id,"ID",stock.route,227,integer,,No,Yes,Yes
3542,name,"Route",stock.route,227,char,,Yes,No,Yes
26378,packaging_ids,"Packagings",stock.route,227,many2many,product.packaging,No,No,Yes
26377,packaging_selectable,"Applicable on Packaging",stock.route,227,boolean,,No,No,Yes
3547,product_categ_selectable,"Applicable on Product Category",stock.route,227,boolean,,No,No,Yes
3552,product_ids,"Products",stock.route,227,many2many,product.template,No,No,Yes
3546,product_selectable,"Applicable on Product",stock.route,227,boolean,,No,No,Yes
3545,rule_ids,"Rules",stock.route,227,one2many,stock.rule,No,No,Yes
7937,sale_selectable,"Selectable on Sales Order Line",stock.route,227,boolean,,No,No,Yes
3544,sequence,"Sequence",stock.route,227,integer,,No,No,Yes
45907,shipping_selectable,"Applicable on Shipping Methods",stock.route,227,boolean,,No,No,Yes
3549,supplied_wh_id,"Supplied Warehouse",stock.route,227,many2one,stock.warehouse,No,No,Yes
3550,supplier_wh_id,"Supplying Warehouse",stock.route,227,many2one,stock.warehouse,No,No,Yes
3554,warehouse_domain_ids,"Warehouse Domain",stock.route,227,one2many,stock.warehouse,No,Yes,No
3555,warehouse_ids,"Warehouses",stock.route,227,many2many,stock.warehouse,No,No,Yes
3548,warehouse_selectable,"Applicable on Warehouse",stock.route,227,boolean,,No,No,Yes
3561,write_date,"Last Updated on",stock.route,227,datetime,,No,Yes,Yes
3560,write_uid,"Last Updated by",stock.route,227,many2one,res.users,No,Yes,Yes
3855,action,"Action",stock.rule,235,selection,,Yes,No,Yes
3852,active,"Active",stock.rule,235,boolean,,No,No,Yes
3869,auto,"Automatic Move",stock.rule,235,selection,,Yes,No,Yes
3857,company_id,"Company",stock.rule,235,many2one,res.company,No,No,Yes
3877,create_date,"Created on",stock.rule,235,datetime,,No,Yes,Yes
3876,create_uid,"Created by",stock.rule,235,many2one,res.users,No,Yes,Yes
3864,delay,"Lead Time",stock.rule,235,integer,,No,No,Yes
3875,display_name,"Display Name",stock.rule,235,char,,No,Yes,No
3854,group_id,"Fixed Procurement Group",stock.rule,235,many2one,procurement.group,No,No,Yes
3853,group_propagation_option,"Propagation of Procurement Group",stock.rule,235,selection,,No,No,Yes
3874,id,"ID",stock.rule,235,integer,,No,Yes,Yes
3858,location_dest_id,"Destination Location",stock.rule,235,many2one,stock.location,Yes,No,Yes
3859,location_src_id,"Source Location",stock.rule,235,many2one,stock.location,No,No,Yes
3851,name,"Name",stock.rule,235,char,,Yes,No,Yes
3865,partner_address_id,"Partner Address",stock.rule,235,many2one,res.partner,No,No,Yes
17615,picking_type_code_domain,"Picking Type Code Domain",stock.rule,235,char,,No,Yes,No
3863,picking_type_id,"Operation Type",stock.rule,235,many2one,stock.picking.type,Yes,No,Yes
3861,procure_method,"Supply Method",stock.rule,235,selection,,Yes,No,Yes
3866,propagate_cancel,"Cancel Next Move",stock.rule,235,boolean,,No,No,Yes
26405,propagate_carrier,"Propagation of carrier",stock.rule,235,boolean,,No,No,Yes
3868,propagate_warehouse_id,"Warehouse to Propagate",stock.rule,235,many2one,stock.warehouse,No,No,Yes
17614,route_company_id,"Route Company",stock.rule,235,many2one,res.company,No,Yes,No
3860,route_id,"Route",stock.rule,235,many2one,stock.route,Yes,No,Yes
3862,route_sequence,"Route Sequence",stock.rule,235,integer,,No,Yes,Yes
3870,rule_message,"Rule Message",stock.rule,235,html,,No,Yes,No
3856,sequence,"Sequence",stock.rule,235,integer,,No,No,Yes
3867,warehouse_id,"Warehouse",stock.rule,235,many2one,stock.warehouse,No,No,Yes
3879,write_date,"Last Updated on",stock.rule,235,datetime,,No,Yes,Yes
3878,write_uid,"Last Updated by",stock.rule,235,many2one,res.users,No,Yes,Yes
4170,create_date,"Created on",stock.rules.report,253,datetime,,No,Yes,Yes
4169,create_uid,"Created by",stock.rules.report,253,many2one,res.users,No,Yes,Yes
4168,display_name,"Display Name",stock.rules.report,253,char,,No,Yes,No
4167,id,"ID",stock.rules.report,253,integer,,No,Yes,Yes
4166,product_has_variants,"Has variants",stock.rules.report,253,boolean,,Yes,No,Yes
4163,product_id,"Product",stock.rules.report,253,many2one,product.product,Yes,No,Yes
4164,product_tmpl_id,"Product Template",stock.rules.report,253,many2one,product.template,Yes,No,Yes
7944,so_route_ids,"Apply specific routes",stock.rules.report,253,many2many,stock.route,No,No,Yes
4165,warehouse_ids,"Warehouses",stock.rules.report,253,many2many,stock.warehouse,Yes,No,Yes
4172,write_date,"Last Updated on",stock.rules.report,253,datetime,,No,Yes,Yes
4171,write_uid,"Last Updated by",stock.rules.report,253,many2one,res.users,No,Yes,Yes
4126,create_date,"Created on",stock.scheduler.compute,248,datetime,,No,Yes,Yes
4125,create_uid,"Created by",stock.scheduler.compute,248,many2one,res.users,No,Yes,Yes
4124,display_name,"Display Name",stock.scheduler.compute,248,char,,No,Yes,No
4123,id,"ID",stock.scheduler.compute,248,integer,,No,Yes,Yes
4128,write_date,"Last Updated on",stock.scheduler.compute,248,datetime,,No,Yes,Yes
4127,write_uid,"Last Updated by",stock.scheduler.compute,248,many2one,res.users,No,Yes,Yes
23510,_barcode_scanned,"Barcode Scanned",stock.scrap,239,char,,No,No,No
39381,bom_id,"Kit",stock.scrap,239,many2one,mrp.bom,No,No,Yes
3964,company_id,"Company",stock.scrap,239,many2one,res.company,Yes,No,Yes
3983,create_date,"Created on",stock.scrap,239,datetime,,No,Yes,Yes
3982,create_uid,"Created by",stock.scrap,239,many2one,res.users,No,Yes,Yes
3979,date_done,"Date",stock.scrap,239,datetime,,No,Yes,Yes
3981,display_name,"Display Name",stock.scrap,239,char,,No,Yes,No
26452,has_message,"Has Message",stock.scrap,239,boolean,,No,Yes,No
3980,id,"ID",stock.scrap,239,integer,,No,Yes,Yes
3975,location_id,"Source Location",stock.scrap,239,many2one,stock.location,Yes,No,Yes
3970,lot_id,"Lot/Serial",stock.scrap,239,many2one,stock.lot,No,No,Yes
3959,message_attachment_count,"Attachment Count",stock.scrap,239,integer,,No,Yes,No
3949,message_follower_ids,"Followers",stock.scrap,239,one2many,mail.followers,No,No,Yes
3957,message_has_error,"Message Delivery error",stock.scrap,239,boolean,,No,Yes,No
3958,message_has_error_counter,"Number of errors",stock.scrap,239,integer,,No,Yes,No
3962,message_has_sms_error,"SMS Delivery error",stock.scrap,239,boolean,,No,Yes,No
3952,message_ids,"Messages",stock.scrap,239,one2many,mail.message,No,No,Yes
3948,message_is_follower,"Is Follower",stock.scrap,239,boolean,,No,Yes,No
3955,message_needaction,"Action Needed",stock.scrap,239,boolean,,No,Yes,No
3956,message_needaction_counter,"Number of Actions",stock.scrap,239,integer,,No,Yes,No
3950,message_partner_ids,"Followers (Partners)",stock.scrap,239,many2many,res.partner,No,No,No
37851,move_ids,"Move",stock.scrap,239,one2many,stock.move,No,No,Yes
3963,name,"Reference",stock.scrap,239,char,,Yes,Yes,Yes
3965,origin,"Source Document",stock.scrap,239,char,,No,No,Yes
3972,owner_id,"Owner",stock.scrap,239,many2one,res.partner,No,No,Yes
3971,package_id,"Package",stock.scrap,239,many2one,stock.quant.package,No,No,Yes
3974,picking_id,"Picking",stock.scrap,239,many2one,stock.picking,No,No,Yes
23511,product_barcode,"Barcode",stock.scrap,239,char,,No,No,No
3966,product_id,"Product",stock.scrap,239,many2one,product.product,Yes,No,Yes
39379,product_is_kit,"Is Kits",stock.scrap,239,boolean,,No,Yes,No
39380,product_template,"Product Template",stock.scrap,239,many2one,product.template,No,Yes,No
3968,product_uom_category_id,"Category",stock.scrap,239,many2one,uom.category,No,Yes,No
3967,product_uom_id,"Unit of Measure",stock.scrap,239,many2one,uom.uom,Yes,No,Yes
4791,production_id,"Manufacturing Order",stock.scrap,239,many2one,mrp.production,No,No,Yes
37838,rating_ids,"Ratings",stock.scrap,239,one2many,rating.rating,No,No,Yes
3976,scrap_location_id,"Scrap Location",stock.scrap,239,many2one,stock.location,Yes,No,Yes
3977,scrap_qty,"Quantity",stock.scrap,239,float,,Yes,No,Yes
37858,should_replenish,"Replenish Quantities",stock.scrap,239,boolean,,No,No,Yes
3978,state,"Status",stock.scrap,239,selection,,No,Yes,Yes
3969,tracking,"Product Tracking",stock.scrap,239,selection,,No,Yes,No
3961,website_message_ids,"Website Messages",stock.scrap,239,one2many,mail.message,No,No,Yes
4792,workorder_id,"Work Order",stock.scrap,239,many2one,mrp.workorder,No,No,Yes
3985,write_date,"Last Updated on",stock.scrap,239,datetime,,No,Yes,Yes
3984,write_uid,"Last Updated by",stock.scrap,239,many2one,res.users,No,Yes,Yes
26481,allow_new_product,"Allow New Product",stock.storage.category,1557,selection,,Yes,No,Yes
26478,capacity_ids,"Capacity",stock.storage.category,1557,one2many,stock.storage.category.capacity,No,No,Yes
26483,company_id,"Company",stock.storage.category,1557,many2one,res.company,No,No,Yes
26489,create_date,"Created on",stock.storage.category,1557,datetime,,No,Yes,Yes
26488,create_uid,"Created by",stock.storage.category,1557,many2one,res.users,No,Yes,Yes
26487,display_name,"Display Name",stock.storage.category,1557,char,,No,Yes,No
26485,id,"ID",stock.storage.category,1557,integer,,No,Yes,Yes
26482,location_ids,"Location",stock.storage.category,1557,one2many,stock.location,No,No,Yes
26477,max_weight,"Max Weight",stock.storage.category,1557,float,,No,No,Yes
26476,name,"Storage Category",stock.storage.category,1557,char,,Yes,No,Yes
26480,package_capacity_ids,"Package Capacity",stock.storage.category,1557,one2many,stock.storage.category.capacity,No,No,No
26479,product_capacity_ids,"Product Capacity",stock.storage.category,1557,one2many,stock.storage.category.capacity,No,No,No
26484,weight_uom_name,"Weight unit",stock.storage.category,1557,char,,No,Yes,No
26491,write_date,"Last Updated on",stock.storage.category,1557,datetime,,No,Yes,Yes
26490,write_uid,"Last Updated by",stock.storage.category,1557,many2one,res.users,No,Yes,Yes
26497,company_id,"Company",stock.storage.category.capacity,1558,many2one,res.company,No,Yes,No
26502,create_date,"Created on",stock.storage.category.capacity,1558,datetime,,No,Yes,Yes
26501,create_uid,"Created by",stock.storage.category.capacity,1558,many2one,res.users,No,Yes,Yes
26500,display_name,"Display Name",stock.storage.category.capacity,1558,char,,No,Yes,No
26498,id,"ID",stock.storage.category.capacity,1558,integer,,No,Yes,Yes
26494,package_type_id,"Package Type",stock.storage.category.capacity,1558,many2one,stock.package.type,No,No,Yes
26493,product_id,"Product",stock.storage.category.capacity,1558,many2one,product.product,No,No,Yes
26496,product_uom_id,"Unit of Measure",stock.storage.category.capacity,1558,many2one,uom.uom,No,Yes,No
26495,quantity,"Quantity",stock.storage.category.capacity,1558,float,,Yes,No,Yes
26492,storage_category_id,"Storage Category",stock.storage.category.capacity,1558,many2one,stock.storage.category,Yes,No,Yes
26504,write_date,"Last Updated on",stock.storage.category.capacity,1558,datetime,,No,Yes,Yes
26503,write_uid,"Last Updated by",stock.storage.category.capacity,1558,many2one,res.users,No,Yes,Yes
4071,create_date,"Created on",stock.traceability.report,243,datetime,,No,Yes,Yes
4070,create_uid,"Created by",stock.traceability.report,243,many2one,res.users,No,Yes,Yes
4069,display_name,"Display Name",stock.traceability.report,243,char,,No,Yes,No
4068,id,"ID",stock.traceability.report,243,integer,,No,Yes,Yes
4073,write_date,"Last Updated on",stock.traceability.report,243,datetime,,No,Yes,Yes
4072,write_uid,"Last Updated by",stock.traceability.report,243,many2one,res.users,No,Yes,Yes
4213,create_date,"Created on",stock.track.confirmation,257,datetime,,No,Yes,Yes
4212,create_uid,"Created by",stock.track.confirmation,257,many2one,res.users,No,Yes,Yes
4211,display_name,"Display Name",stock.track.confirmation,257,char,,No,Yes,No
4210,id,"ID",stock.track.confirmation,257,integer,,No,Yes,Yes
26541,product_ids,"Products",stock.track.confirmation,257,many2many,product.product,No,No,Yes
26540,quant_ids,"Quants",stock.track.confirmation,257,many2many,stock.quant,No,No,Yes
4208,tracking_line_ids,"Tracking Line",stock.track.confirmation,257,one2many,stock.track.line,No,No,Yes
4215,write_date,"Last Updated on",stock.track.confirmation,257,datetime,,No,Yes,Yes
4214,write_uid,"Last Updated by",stock.track.confirmation,257,many2one,res.users,No,Yes,Yes
4223,create_date,"Created on",stock.track.line,258,datetime,,No,Yes,Yes
4222,create_uid,"Created by",stock.track.line,258,many2one,res.users,No,Yes,Yes
4221,display_name,"Display Name",stock.track.line,258,char,,No,Yes,No
4220,id,"ID",stock.track.line,258,integer,,No,Yes,Yes
26542,product_display_name,"Name",stock.track.line,258,char,,No,Yes,No
4217,product_id,"Product",stock.track.line,258,many2one,product.product,No,Yes,Yes
4218,tracking,"Tracking",stock.track.line,258,selection,,No,Yes,No
4219,wizard_id,"Wizard",stock.track.line,258,many2one,stock.track.confirmation,No,Yes,Yes
4225,write_date,"Last Updated on",stock.track.line,258,datetime,,No,Yes,Yes
4224,write_uid,"Last Updated by",stock.track.line,258,many2one,res.users,No,Yes,Yes
20049,additional_landed_cost,"Additional Landed Cost",stock.valuation.adjustment.lines,1230,monetary,,No,No,Yes
20041,cost_id,"Landed Cost",stock.valuation.adjustment.lines,1230,many2one,stock.landed.cost,Yes,No,Yes
20042,cost_line_id,"Cost Line",stock.valuation.adjustment.lines,1230,many2one,stock.landed.cost.lines,No,Yes,Yes
20055,create_date,"Created on",stock.valuation.adjustment.lines,1230,datetime,,No,Yes,Yes
20054,create_uid,"Created by",stock.valuation.adjustment.lines,1230,many2one,res.users,No,Yes,Yes
20051,currency_id,"Currency",stock.valuation.adjustment.lines,1230,many2one,res.currency,No,Yes,No
20053,display_name,"Display Name",stock.valuation.adjustment.lines,1230,char,,No,Yes,No
20050,final_cost,"New Value",stock.valuation.adjustment.lines,1230,monetary,,No,Yes,Yes
20048,former_cost,"Original Value",stock.valuation.adjustment.lines,1230,monetary,,No,No,Yes
20052,id,"ID",stock.valuation.adjustment.lines,1230,integer,,No,Yes,Yes
20043,move_id,"Stock Move",stock.valuation.adjustment.lines,1230,many2one,stock.move,No,Yes,Yes
20040,name,"Description",stock.valuation.adjustment.lines,1230,char,,No,Yes,Yes
20044,product_id,"Product",stock.valuation.adjustment.lines,1230,many2one,product.product,Yes,No,Yes
20045,quantity,"Quantity",stock.valuation.adjustment.lines,1230,float,,Yes,No,Yes
20047,volume,"Volume",stock.valuation.adjustment.lines,1230,float,,No,No,Yes
20046,weight,"Weight",stock.valuation.adjustment.lines,1230,float,,No,No,Yes
20057,write_date,"Last Updated on",stock.valuation.adjustment.lines,1230,datetime,,No,Yes,Yes
20056,write_uid,"Last Updated by",stock.valuation.adjustment.lines,1230,many2one,res.users,No,Yes,Yes
7103,account_move_id,"Journal Entry",stock.valuation.layer,374,many2one,account.move,No,Yes,Yes
29485,account_move_line_id,"Invoice Line",stock.valuation.layer,374,many2one,account.move.line,No,Yes,Yes
7090,categ_id,"Product Category",stock.valuation.layer,374,many2one,product.category,No,Yes,Yes
7088,company_id,"Company",stock.valuation.layer,374,many2one,res.company,Yes,Yes,Yes
7107,create_date,"Created on",stock.valuation.layer,374,datetime,,No,Yes,Yes
7106,create_uid,"Created by",stock.valuation.layer,374,many2one,res.users,No,Yes,Yes
7094,currency_id,"Currency",stock.valuation.layer,374,many2one,res.currency,Yes,Yes,No
7099,description,"Description",stock.valuation.layer,374,char,,No,Yes,Yes
7105,display_name,"Display Name",stock.valuation.layer,374,char,,No,Yes,No
7104,id,"ID",stock.valuation.layer,374,integer,,No,Yes,Yes
29487,price_diff_value,"Invoice value correction with invoice currency",stock.valuation.layer,374,float,,No,No,Yes
7089,product_id,"Product",stock.valuation.layer,374,many2one,product.product,Yes,Yes,Yes
7091,product_tmpl_id,"Product Template",stock.valuation.layer,374,many2one,product.template,No,Yes,No
7092,quantity,"Quantity",stock.valuation.layer,374,float,,No,Yes,Yes
29486,reference,"Reference",stock.valuation.layer,374,char,,No,Yes,No
7097,remaining_qty,"Remaining Qty",stock.valuation.layer,374,float,,No,Yes,Yes
7098,remaining_value,"Remaining Value",stock.valuation.layer,374,monetary,,No,Yes,Yes
49790,std_cost,"Standard Cost",stock.valuation.layer,374,float,,No,Yes,Yes
20067,stock_landed_cost_id,"Landed Cost",stock.valuation.layer,374,many2one,stock.landed.cost,No,No,Yes
7102,stock_move_id,"Stock Move",stock.valuation.layer,374,many2one,stock.move,No,Yes,Yes
7100,stock_valuation_layer_id,"Linked To",stock.valuation.layer,374,many2one,stock.valuation.layer,No,Yes,Yes
