Field_ID,Field_Name,Field_Label,Field_Type,Model_ID,Model_Name,Related_Model,Related_Model_ID,Relation_Field,Relation_Table,Column1,Column2,Primary_Data_Location,Stored
25416,write_date,"Last Updated on",datetime,1488,social.post.template,,,,,,,"social.post.template.write_date",Yes
25415,write_uid,"Last Updated by",many2one,1488,social.post.template,res.users,90,,,,,"res.users.id",Yes
29451,action,"Related Customer",selection,1756,social.post.to.lead,,,,,,,"social.post.to.lead.action",Yes
29456,author_name,"Post Author Name",char,1756,social.post.to.lead,,,,,,,"social.post.to.lead.author_name",Yes
29452,conversion_source,"Conversion Source",selection,1756,social.post.to.lead,,,,,,,"social.post.to.lead.conversion_source",Yes
29467,create_date,"Created on",datetime,1756,social.post.to.lead,,,,,,,"social.post.to.lead.create_date",Yes
29466,create_uid,"Created by",many2one,1756,social.post.to.lead,res.users,90,,,,,"res.users.id",Yes
29465,display_name,"Display Name",char,1756,social.post.to.lead,,,,,,,"Computed",No
29463,id,"ID",integer,1756,social.post.to.lead,,,,,,,"social.post.to.lead.id",Yes
29453,partner_id,"Customer",many2one,1756,social.post.to.lead,res.partner,78,,,,,"res.partner.id",Yes
29457,post_content,"Post Content",html,1756,social.post.to.lead,,,,,,,"social.post.to.lead.post_content",Yes
29458,post_datetime,"Post Datetime",datetime,1756,social.post.to.lead,,,,,,,"social.post.to.lead.post_datetime",Yes
29459,post_link,"Post Link",char,1756,social.post.to.lead,,,,,,,"social.post.to.lead.post_link",Yes
29455,social_account_id,"Social Account",many2one,1756,social.post.to.lead,social.account,1382,,,,,"social.account.id",Yes
29454,social_stream_post_id,"Social Stream Post",many2one,1756,social.post.to.lead,social.stream.post,1387,,,,,"social.stream.post.id",Yes
29462,utm_campaign_id,"Utm Campaign",many2one,1756,social.post.to.lead,utm.campaign,140,,,,,"utm.campaign.id",No
29461,utm_medium_id,"Utm Medium",many2one,1756,social.post.to.lead,utm.medium,139,,,,,"utm.medium.id",No
29460,utm_source_id,"Utm Source",many2one,1756,social.post.to.lead,utm.source,141,,,,,"utm.source.id",No
29469,write_date,"Last Updated on",datetime,1756,social.post.to.lead,,,,,,,"social.post.to.lead.write_date",Yes
29468,write_uid,"Last Updated by",many2one,1756,social.post.to.lead,res.users,90,,,,,"res.users.id",Yes
23892,account_id,"Social Account",many2one,1385,social.stream,social.account,1382,,,,,"social.account.id",Yes
25429,company_id,"Company",many2one,1385,social.stream,res.company,87,,,,,"res.company.id",Yes
23898,create_date,"Created on",datetime,1385,social.stream,,,,,,,"social.stream.create_date",Yes
23897,create_uid,"Created by",many2one,1385,social.stream,res.users,90,,,,,"res.users.id",Yes
23896,display_name,"Display Name",char,1385,social.stream,,,,,,,"Computed",No
23895,id,"ID",integer,1385,social.stream,,,,,,,"social.stream.id",Yes
23889,media_id,"Social Media",many2one,1385,social.stream,social.media,1381,,,,,"social.media.id",Yes
23890,media_image,"The related Social Media's image",binary,1385,social.stream,,,,,,,"Computed",No
23888,name,"Title",char,1385,social.stream,,,,,,,"social.stream.name",Yes
23891,sequence,"Sequence",integer,1385,social.stream,,,,,,,"social.stream.sequence",Yes
25428,stream_post_ids,"Posts",one2many,1385,social.stream,social.stream.post,1387,stream_id,,,,"social.stream.post.stream_id",Yes
23893,stream_type_id,"Type",many2one,1385,social.stream,social.stream.type,1386,,,,,"social.stream.type.id",Yes
23894,stream_type_type,"Stream type name (technical)",char,1385,social.stream,,,,,,,"Computed",No
23990,twitter_followed_account_id,"Twitter Followed Account",many2one,1385,social.stream,social.twitter.account,1389,,,,,"social.twitter.account.id",Yes
23989,twitter_followed_account_search,"Search User",char,1385,social.stream,,,,,,,"social.stream.twitter_followed_account_search",Yes
23988,twitter_searched_keyword,"Search Keyword",char,1385,social.stream,,,,,,,"social.stream.twitter_searched_keyword",Yes
23900,write_date,"Last Updated on",datetime,1385,social.stream,,,,,,,"social.stream.write_date",Yes
23899,write_uid,"Last Updated by",many2one,1385,social.stream,res.users,90,,,,,"res.users.id",Yes
23920,account_id,"Related social Account",many2one,1387,social.stream.post,social.account,1382,,,,,"social.account.id",No
23914,author_link,"Author Link",char,1387,social.stream.post,,,,,,,"Computed",No
23913,author_name,"Author Name",char,1387,social.stream.post,,,,,,,"social.stream.post.author_name",Yes
25430,company_id,"Company",many2one,1387,social.stream.post,res.company,87,,,,,"res.company.id",No
23930,create_date,"Created on",datetime,1387,social.stream.post,,,,,,,"social.stream.post.create_date",Yes
23929,create_uid,"Created by",many2one,1387,social.stream.post,res.users,90,,,,,"res.users.id",Yes
23928,display_name,"Display Name",char,1387,social.stream.post,,,,,,,"Computed",No
23955,facebook_author_id,"Facebook Author ID",char,1387,social.stream.post,,,,,,,"social.stream.post.facebook_author_id",Yes
23958,facebook_comments_count,"Comments",integer,1387,social.stream.post,,,,,,,"social.stream.post.facebook_comments_count",Yes
23961,facebook_is_event_post,"Is event post",boolean,1387,social.stream.post,,,,,,,"social.stream.post.facebook_is_event_post",Yes
23956,facebook_likes_count,"Likes",integer,1387,social.stream.post,,,,,,,"social.stream.post.facebook_likes_count",Yes
23954,facebook_post_id,"Facebook Post ID",char,1387,social.stream.post,,,,,,,"social.stream.post.facebook_post_id",Yes
23960,facebook_reach,"Reach",integer,1387,social.stream.post,,,,,,,"social.stream.post.facebook_reach",Yes
23959,facebook_shares_count,"Shares",integer,1387,social.stream.post,,,,,,,"social.stream.post.facebook_shares_count",Yes
23957,facebook_user_likes,"User Likes",boolean,1387,social.stream.post,,,,,,,"social.stream.post.facebook_user_likes",Yes
23919,formatted_published_date,"Formatted Published Date",char,1387,social.stream.post,,,,,,,"Computed",No
23927,id,"ID",integer,1387,social.stream.post,,,,,,,"social.stream.post.id",Yes
27175,instagram_comments_count,"Instagram Comments",integer,1387,social.stream.post,,,,,,,"social.stream.post.instagram_comments_count",Yes
27173,instagram_facebook_author_id,"Instagram Facebook Author ID",char,1387,social.stream.post,,,,,,,"social.stream.post.instagram_facebook_author_id",Yes
27176,instagram_likes_count,"Instagram Likes",integer,1387,social.stream.post,,,,,,,"social.stream.post.instagram_likes_count",Yes
27174,instagram_post_id,"Instagram Post ID",char,1387,social.stream.post,,,,,,,"social.stream.post.instagram_post_id",Yes
27177,instagram_post_link,"Instagram Post URL",char,1387,social.stream.post,,,,,,,"social.stream.post.instagram_post_link",Yes
35002,is_author,"Is Author",boolean,1387,social.stream.post,,,,,,,"Computed",No
23924,link_description,"Link Description",text,1387,social.stream.post,,,,,,,"social.stream.post.link_description",Yes
23925,link_image_url,"Link Image URL",char,1387,social.stream.post,,,,,,,"social.stream.post.link_image_url",Yes
23923,link_title,"Link Title",text,1387,social.stream.post,,,,,,,"social.stream.post.link_title",Yes
23926,link_url,"Link URL",char,1387,social.stream.post,,,,,,,"social.stream.post.link_url",Yes
23973,linkedin_author_id,"LinkedIn author ID",char,1387,social.stream.post,,,,,,,"Computed",No
23975,linkedin_author_image_url,"LinkedIn author image URL",char,1387,social.stream.post,,,,,,,"social.stream.post.linkedin_author_image_url",Yes
23972,linkedin_author_urn,"LinkedIn author URN",char,1387,social.stream.post,,,,,,,"social.stream.post.linkedin_author_urn",Yes
23974,linkedin_author_vanity_name,"LinkedIn Vanity Name",char,1387,social.stream.post,,,,,,,"social.stream.post.linkedin_author_vanity_name",Yes
23976,linkedin_comments_count,"LinkedIn Comments",integer,1387,social.stream.post,,,,,,,"social.stream.post.linkedin_comments_count",Yes
23977,linkedin_likes_count,"LinkedIn Likes",integer,1387,social.stream.post,,,,,,,"social.stream.post.linkedin_likes_count",Yes
23971,linkedin_post_urn,"LinkedIn post URN",char,1387,social.stream.post,,,,,,,"social.stream.post.linkedin_post_urn",Yes
23917,media_type,"Related Social Media",selection,1387,social.stream.post,,,,,,,"Computed",No
23912,message,"Message",text,1387,social.stream.post,,,,,,,"social.stream.post.message",Yes
23915,post_link,"Post Link",char,1387,social.stream.post,,,,,,,"Computed",No
23918,published_date,"Published date",datetime,1387,social.stream.post,,,,,,,"social.stream.post.published_date",Yes
23916,stream_id,"Social Stream",many2one,1387,social.stream.post,social.stream,1385,,,,,"social.stream.id",Yes
23921,stream_post_image_ids,"Stream Post Images",one2many,1387,social.stream.post,social.stream.post.image,1388,stream_post_id,,,,"social.stream.post.image.stream_post_id",Yes
23922,stream_post_image_urls,"Stream Post Images URLs",text,1387,social.stream.post,,,,,,,"Computed",No
23992,twitter_author_id,"Twitter Author ID",char,1387,social.stream.post,,,,,,,"social.stream.post.twitter_author_id",Yes
28028,twitter_can_retweet,"Twitter Can Retweet",boolean,1387,social.stream.post,,,,,,,"Computed",No
23997,twitter_comments_count,"Twitter Comments",integer,1387,social.stream.post,,,,,,,"social.stream.post.twitter_comments_count",Yes
35969,twitter_conversation_id,"Twitter Conversation ID",char,1387,social.stream.post,,,,,,,"social.stream.post.twitter_conversation_id",Yes
23995,twitter_likes_count,"Twitter Likes",integer,1387,social.stream.post,,,,,,,"social.stream.post.twitter_likes_count",Yes
23994,twitter_profile_image_url,"Twitter Profile Image URL",char,1387,social.stream.post,,,,,,,"social.stream.post.twitter_profile_image_url",Yes
28032,twitter_quoted_tweet_author_link,"Quoted tweet author Link",char,1387,social.stream.post,,,,,,,"social.stream.post.twitter_quoted_tweet_author_link",Yes
28031,twitter_quoted_tweet_author_name,"Quoted tweet author Name",char,1387,social.stream.post,,,,,,,"social.stream.post.twitter_quoted_tweet_author_name",Yes
28029,twitter_quoted_tweet_id_str,"Twitter Quoted Tweet ID",char,1387,social.stream.post,,,,,,,"social.stream.post.twitter_quoted_tweet_id_str",Yes
28030,twitter_quoted_tweet_message,"Quoted tweet message",text,1387,social.stream.post,,,,,,,"social.stream.post.twitter_quoted_tweet_message",Yes
28033,twitter_quoted_tweet_profile_image_url,"Quoted tweet profile image URL",char,1387,social.stream.post,,,,,,,"social.stream.post.twitter_quoted_tweet_profile_image_url",Yes
23998,twitter_retweet_count,"Re-tweets",integer,1387,social.stream.post,,,,,,,"social.stream.post.twitter_retweet_count",Yes
28027,twitter_retweeted_tweet_id_str,"Twitter Retweet ID",char,1387,social.stream.post,,,,,,,"social.stream.post.twitter_retweeted_tweet_id_str",Yes
23993,twitter_screen_name,"Twitter Screen Name",char,1387,social.stream.post,,,,,,,"social.stream.post.twitter_screen_name",Yes
23991,twitter_tweet_id,"Twitter Tweet ID",char,1387,social.stream.post,,,,,,,"social.stream.post.twitter_tweet_id",Yes
23996,twitter_user_likes,"Twitter User Likes",boolean,1387,social.stream.post,,,,,,,"social.stream.post.twitter_user_likes",Yes
23932,write_date,"Last Updated on",datetime,1387,social.stream.post,,,,,,,"social.stream.post.write_date",Yes
23931,write_uid,"Last Updated by",many2one,1387,social.stream.post,res.users,90,,,,,"res.users.id",Yes
27202,youtube_comments_count,"YouTube Comments Count",integer,1387,social.stream.post,,,,,,,"social.stream.post.youtube_comments_count",Yes
27201,youtube_dislikes_count,"YouTube Dislikes",integer,1387,social.stream.post,,,,,,,"social.stream.post.youtube_dislikes_count",Yes
27200,youtube_likes_count,"YouTube Likes",integer,1387,social.stream.post,,,,,,,"social.stream.post.youtube_likes_count",Yes
28039,youtube_likes_ratio,"YouTube Likes Ratio",integer,1387,social.stream.post,,,,,,,"Computed",No
28040,youtube_thumbnail_url,"YouTube Thumbnail Url",char,1387,social.stream.post,,,,,,,"Computed",No
27199,youtube_video_id,"YouTube Video ID",char,1387,social.stream.post,,,,,,,"social.stream.post.youtube_video_id",Yes
27203,youtube_views_count,"YouTube Views",integer,1387,social.stream.post,,,,,,,"social.stream.post.youtube_views_count",Yes
23939,create_date,"Created on",datetime,1388,social.stream.post.image,,,,,,,"social.stream.post.image.create_date",Yes
23938,create_uid,"Created by",many2one,1388,social.stream.post.image,res.users,90,,,,,"res.users.id",Yes
23937,display_name,"Display Name",char,1388,social.stream.post.image,,,,,,,"Computed",No
23936,id,"ID",integer,1388,social.stream.post.image,,,,,,,"social.stream.post.image.id",Yes
23934,image_url,"Image URL",char,1388,social.stream.post.image,,,,,,,"social.stream.post.image.image_url",Yes
23935,stream_post_id,"Stream Post",many2one,1388,social.stream.post.image,social.stream.post,1387,,,,,"social.stream.post.id",Yes
23941,write_date,"Last Updated on",datetime,1388,social.stream.post.image,,,,,,,"social.stream.post.image.write_date",Yes
23940,write_uid,"Last Updated by",many2one,1388,social.stream.post.image,res.users,90,,,,,"res.users.id",Yes
23908,create_date,"Created on",datetime,1386,social.stream.type,,,,,,,"social.stream.type.create_date",Yes
23907,create_uid,"Created by",many2one,1386,social.stream.type,res.users,90,,,,,"res.users.id",Yes
23906,display_name,"Display Name",char,1386,social.stream.type,,,,,,,"Computed",No
23905,id,"ID",integer,1386,social.stream.type,,,,,,,"social.stream.type.id",Yes
23904,media_id,"Social Media",many2one,1386,social.stream.type,social.media,1381,,,,,"social.media.id",Yes
23902,name,"Name",char,1386,social.stream.type,,,,,,,"social.stream.type.name",Yes
23903,stream_type,"Stream type name (technical)",char,1386,social.stream.type,,,,,,,"social.stream.type.stream_type",Yes
23910,write_date,"Last Updated on",datetime,1386,social.stream.type,,,,,,,"social.stream.type.write_date",Yes
23909,write_uid,"Last Updated by",many2one,1386,social.stream.type,res.users,90,,,,,"res.users.id",Yes
24007,create_date,"Created on",datetime,1389,social.twitter.account,,,,,,,"social.twitter.account.create_date",Yes
24006,create_uid,"Created by",many2one,1389,social.twitter.account,res.users,90,,,,,"res.users.id",Yes
24000,description,"Description",char,1389,social.twitter.account,,,,,,,"social.twitter.account.description",Yes
24005,display_name,"Display Name",char,1389,social.twitter.account,,,,,,,"Computed",No
24004,id,"ID",integer,1389,social.twitter.account,,,,,,,"social.twitter.account.id",Yes
24002,image,"Image",binary,1389,social.twitter.account,,,,,,,"social.twitter.account.image",Yes
23999,name,"Name",char,1389,social.twitter.account,,,,,,,"social.twitter.account.name",Yes
24001,twitter_id,"Twitter ID",char,1389,social.twitter.account,,,,,,,"social.twitter.account.twitter_id",Yes
24003,twitter_searched_by_id,"Searched by",many2one,1389,social.twitter.account,social.account,1382,,,,,"social.account.id",Yes
24009,write_date,"Last Updated on",datetime,1389,social.twitter.account,,,,,,,"social.twitter.account.write_date",Yes
24008,write_uid,"Last Updated by",many2one,1389,social.twitter.account,res.users,90,,,,,"res.users.id",Yes
18636,create_date,"Created on",datetime,1162,spreadsheet.contributor,,,,,,,"spreadsheet.contributor.create_date",Yes
18635,create_uid,"Created by",many2one,1162,spreadsheet.contributor,res.users,90,,,,,"res.users.id",Yes
18634,display_name,"Display Name",char,1162,spreadsheet.contributor,,,,,,,"Computed",No
18630,document_id,"Document",many2one,1162,spreadsheet.contributor,documents.document,814,,,,,"documents.document.id",Yes
18633,id,"ID",integer,1162,spreadsheet.contributor,,,,,,,"spreadsheet.contributor.id",Yes
18632,last_update_date,"Last update date",datetime,1162,spreadsheet.contributor,,,,,,,"spreadsheet.contributor.last_update_date",Yes
18631,user_id,"User",many2one,1162,spreadsheet.contributor,res.users,90,,,,,"res.users.id",Yes
18638,write_date,"Last Updated on",datetime,1162,spreadsheet.contributor,,,,,,,"spreadsheet.contributor.write_date",Yes
18637,write_uid,"Last Updated by",many2one,1162,spreadsheet.contributor,res.users,90,,,,,"res.users.id",Yes
30078,create_date,"Created on",datetime,1802,spreadsheet.dashboard,,,,,,,"spreadsheet.dashboard.create_date",Yes
30077,create_uid,"Created by",many2one,1802,spreadsheet.dashboard,res.users,90,,,,,"res.users.id",Yes
30068,dashboard_group_id,"Dashboard Group",many2one,1802,spreadsheet.dashboard,spreadsheet.dashboard.group,1801,,,,,"spreadsheet.dashboard.group.id",Yes
30076,display_name,"Display Name",char,1802,spreadsheet.dashboard,,,,,,,"Computed",No
39784,file_name,"File Name",char,1802,spreadsheet.dashboard,,,,,,,"Computed",No
30073,group_ids,"Group",many2many,1802,spreadsheet.dashboard,res.groups,88,,res_groups_spreadsheet_dashboard_rel,spreadsheet_dashboard_id,res_groups_id,"Junction: res_groups_spreadsheet_dashboard_rel",Yes
30074,id,"ID",integer,1802,spreadsheet.dashboard,,,,,,,"spreadsheet.dashboard.id",Yes
30067,name,"Name",char,1802,spreadsheet.dashboard,,,,,,,"spreadsheet.dashboard.name",Yes
30072,sequence,"Sequence",integer,1802,spreadsheet.dashboard,,,,,,,"spreadsheet.dashboard.sequence",Yes
37242,server_revision_id,"Server Revision",char,1802,spreadsheet.dashboard,,,,,,,"Computed",No
30069,spreadsheet_binary_data,"Spreadsheet file",binary,1802,spreadsheet.dashboard,,,,,,,"spreadsheet.dashboard.spreadsheet_binary_data",Yes
30070,spreadsheet_data,"Spreadsheet Data",text,1802,spreadsheet.dashboard,,,,,,,"Computed",No
30125,spreadsheet_revision_ids,"Spreadsheet Revision",one2many,1802,spreadsheet.dashboard,spreadsheet.revision,1574,res_id,,,,"spreadsheet.revision.res_id",Yes
30124,spreadsheet_snapshot,"Spreadsheet Snapshot",binary,1802,spreadsheet.dashboard,,,,,,,"spreadsheet.dashboard.spreadsheet_snapshot",Yes
30071,thumbnail,"Thumbnail",binary,1802,spreadsheet.dashboard,,,,,,,"spreadsheet.dashboard.thumbnail",Yes
30080,write_date,"Last Updated on",datetime,1802,spreadsheet.dashboard,,,,,,,"spreadsheet.dashboard.write_date",Yes
30079,write_uid,"Last Updated by",many2one,1802,spreadsheet.dashboard,res.users,90,,,,,"res.users.id",Yes
30064,create_date,"Created on",datetime,1801,spreadsheet.dashboard.group,,,,,,,"spreadsheet.dashboard.group.create_date",Yes
30063,create_uid,"Created by",many2one,1801,spreadsheet.dashboard.group,res.users,90,,,,,"res.users.id",Yes
30058,dashboard_ids,"Dashboard",one2many,1801,spreadsheet.dashboard.group,spreadsheet.dashboard,1802,dashboard_group_id,,,,"spreadsheet.dashboard.dashboard_group_id",Yes
30062,display_name,"Display Name",char,1801,spreadsheet.dashboard.group,,,,,,,"Computed",No
30060,id,"ID",integer,1801,spreadsheet.dashboard.group,,,,,,,"spreadsheet.dashboard.group.id",Yes
30057,name,"Name",char,1801,spreadsheet.dashboard.group,,,,,,,"spreadsheet.dashboard.group.name",Yes
30059,sequence,"Sequence",integer,1801,spreadsheet.dashboard.group,,,,,,,"spreadsheet.dashboard.group.sequence",Yes
30066,write_date,"Last Updated on",datetime,1801,spreadsheet.dashboard.group,,,,,,,"spreadsheet.dashboard.group.write_date",Yes
30065,write_uid,"Last Updated by",many2one,1801,spreadsheet.dashboard.group,res.users,90,,,,,"res.users.id",Yes
37215,access_token,"Access Token",char,1939,spreadsheet.dashboard.share,,,,,,,"spreadsheet.dashboard.share.access_token",Yes
37221,create_date,"Created on",datetime,1939,spreadsheet.dashboard.share,,,,,,,"spreadsheet.dashboard.share.create_date",Yes
37220,create_uid,"Created by",many2one,1939,spreadsheet.dashboard.share,res.users,90,,,,,"res.users.id",Yes
37213,dashboard_id,"Dashboard",many2one,1939,spreadsheet.dashboard.share,spreadsheet.dashboard,1802,,,,,"spreadsheet.dashboard.id",Yes
37219,display_name,"Display Name",char,1939,spreadsheet.dashboard.share,,,,,,,"Computed",No
37214,excel_export,"Excel Export",binary,1939,spreadsheet.dashboard.share,,,,,,,"spreadsheet.dashboard.share.excel_export",Yes
37216,full_url,"URL",char,1939,spreadsheet.dashboard.share,,,,,,,"Computed",No
37218,id,"ID",integer,1939,spreadsheet.dashboard.share,,,,,,,"spreadsheet.dashboard.share.id",Yes
37217,name,"Name",char,1939,spreadsheet.dashboard.share,,,,,,,"Computed",No
37245,server_revision_id,"Server Revision",char,1939,spreadsheet.dashboard.share,,,,,,,"Computed",No
37210,spreadsheet_binary_data,"Spreadsheet file",binary,1939,spreadsheet.dashboard.share,,,,,,,"spreadsheet.dashboard.share.spreadsheet_binary_data",Yes
37211,spreadsheet_data,"Spreadsheet Data",text,1939,spreadsheet.dashboard.share,,,,,,,"Computed",No
37244,spreadsheet_revision_ids,"Spreadsheet Revision",one2many,1939,spreadsheet.dashboard.share,spreadsheet.revision,1574,res_id,,,,"spreadsheet.revision.res_id",Yes
37243,spreadsheet_snapshot,"Spreadsheet Snapshot",binary,1939,spreadsheet.dashboard.share,,,,,,,"spreadsheet.dashboard.share.spreadsheet_snapshot",Yes
37212,thumbnail,"Thumbnail",binary,1939,spreadsheet.dashboard.share,,,,,,,"spreadsheet.dashboard.share.thumbnail",Yes
37223,write_date,"Last Updated on",datetime,1939,spreadsheet.dashboard.share,,,,,,,"spreadsheet.dashboard.share.write_date",Yes
37222,write_uid,"Last Updated by",many2one,1939,spreadsheet.dashboard.share,res.users,90,,,,,"res.users.id",Yes
30134,create_date,"Created on",datetime,1805,spreadsheet.document.to.dashboard,,,,,,,"spreadsheet.document.to.dashboard.create_date",Yes
30133,create_uid,"Created by",many2one,1805,spreadsheet.document.to.dashboard,res.users,90,,,,,"res.users.id",Yes
30128,dashboard_group_id,"Dashboard Section",many2one,1805,spreadsheet.document.to.dashboard,spreadsheet.dashboard.group,1801,,,,,"spreadsheet.dashboard.group.id",Yes
30132,display_name,"Display Name",char,1805,spreadsheet.document.to.dashboard,,,,,,,"Computed",No
30127,document_id,"Document",many2one,1805,spreadsheet.document.to.dashboard,documents.document,814,,,,,"documents.document.id",Yes
30129,group_ids,"Access Groups",many2many,1805,spreadsheet.document.to.dashboard,res.groups,88,,res_groups_spreadsheet_document_to_dashboard_rel,spreadsheet_document_to_dashboard_id,res_groups_id,"Junction: res_groups_spreadsheet_document_to_dashboard_rel",Yes
30130,id,"ID",integer,1805,spreadsheet.document.to.dashboard,,,,,,,"spreadsheet.document.to.dashboard.id",Yes
30126,name,"Dashboard Name",char,1805,spreadsheet.document.to.dashboard,,,,,,,"spreadsheet.document.to.dashboard.name",Yes
30136,write_date,"Last Updated on",datetime,1805,spreadsheet.document.to.dashboard,,,,,,,"spreadsheet.document.to.dashboard.write_date",Yes
30135,write_uid,"Last Updated by",many2one,1805,spreadsheet.document.to.dashboard,res.users,90,,,,,"res.users.id",Yes
37239,server_revision_id,"Server Revision",char,1923,spreadsheet.mixin,,,,,,,"Computed",No
36030,spreadsheet_binary_data,"Spreadsheet file",binary,1923,spreadsheet.mixin,,,,,,,"spreadsheet.mixin.spreadsheet_binary_data",Yes
36031,spreadsheet_data,"Spreadsheet Data",text,1923,spreadsheet.mixin,,,,,,,"Computed",No
37238,spreadsheet_revision_ids,"Spreadsheet Revision",one2many,1923,spreadsheet.mixin,spreadsheet.revision,1574,res_id,,,,"spreadsheet.revision.res_id",Yes
37237,spreadsheet_snapshot,"Spreadsheet Snapshot",binary,1923,spreadsheet.mixin,,,,,,,"spreadsheet.mixin.spreadsheet_snapshot",Yes
36032,thumbnail,"Thumbnail",binary,1923,spreadsheet.mixin,,,,,,,"spreadsheet.mixin.thumbnail",Yes
26657,active,"Active",boolean,1574,spreadsheet.revision,,,,,,,"spreadsheet.revision.active",Yes
26659,commands,"Commands",char,1574,spreadsheet.revision,,,,,,,"spreadsheet.revision.commands",Yes
26666,create_date,"Created on",datetime,1574,spreadsheet.revision,,,,,,,"spreadsheet.revision.create_date",Yes
26665,create_uid,"Created by",many2one,1574,spreadsheet.revision,res.users,90,,,,,"res.users.id",Yes
26664,display_name,"Display Name",char,1574,spreadsheet.revision,,,,,,,"Computed",No
26662,id,"ID",integer,1574,spreadsheet.revision,,,,,,,"spreadsheet.revision.id",Yes
37224,name,"Revision name",char,1574,spreadsheet.revision,,,,,,,"spreadsheet.revision.name",Yes
26661,parent_revision_id,"Parent Revision",char,1574,spreadsheet.revision,,,,,,,"spreadsheet.revision.parent_revision_id",Yes
30119,res_id,"Record id",many2one_reference,1574,spreadsheet.revision,,,,,,,"spreadsheet.revision.res_id",Yes
30118,res_model,"Model",char,1574,spreadsheet.revision,,,,,,,"spreadsheet.revision.res_model",Yes
26660,revision_id,"Revision",char,1574,spreadsheet.revision,,,,,,,"spreadsheet.revision.revision_id",Yes
26668,write_date,"Last Updated on",datetime,1574,spreadsheet.revision,,,,,,,"spreadsheet.revision.write_date",Yes
26667,write_uid,"Last Updated by",many2one,1574,spreadsheet.revision,res.users,90,,,,,"res.users.id",Yes
18647,create_date,"Created on",datetime,1163,spreadsheet.template,,,,,,,"spreadsheet.template.create_date",Yes
18646,create_uid,"Created by",many2one,1163,spreadsheet.template,res.users,90,,,,,"res.users.id",Yes
18645,display_name,"Display Name",char,1163,spreadsheet.template,,,,,,,"Computed",No
18644,id,"ID",integer,1163,spreadsheet.template,,,,,,,"spreadsheet.template.id",Yes
18640,name,"Name",char,1163,spreadsheet.template,,,,,,,"spreadsheet.template.name",Yes
18641,sequence,"Sequence",integer,1163,spreadsheet.template,,,,,,,"spreadsheet.template.sequence",Yes
38843,server_revision_id,"Server Revision",char,1163,spreadsheet.template,,,,,,,"Computed",No
18642,spreadsheet_binary_data,"Spreadsheet file",binary,1163,spreadsheet.template,,,,,,,"spreadsheet.template.spreadsheet_binary_data",Yes
38839,spreadsheet_data,"Spreadsheet Data",text,1163,spreadsheet.template,,,,,,,"Computed",No
38842,spreadsheet_revision_ids,"Spreadsheet Revision",one2many,1163,spreadsheet.template,spreadsheet.revision,1574,res_id,,,,"spreadsheet.revision.res_id",Yes
38841,spreadsheet_snapshot,"Spreadsheet Snapshot",binary,1163,spreadsheet.template,,,,,,,"spreadsheet.template.spreadsheet_snapshot",Yes
18643,thumbnail,"Thumbnail",binary,1163,spreadsheet.template,,,,,,,"spreadsheet.template.thumbnail",Yes
18649,write_date,"Last Updated on",datetime,1163,spreadsheet.template,,,,,,,"spreadsheet.template.write_date",Yes
18648,write_uid,"Last Updated by",many2one,1163,spreadsheet.template,res.users,90,,,,,"res.users.id",Yes
4082,create_date,"Created on",datetime,244,stock.assign.serial,,,,,,,"stock.assign.serial.create_date",Yes
4081,create_uid,"Created by",many2one,244,stock.assign.serial,res.users,90,,,,,"res.users.id",Yes
4080,display_name,"Display Name",char,244,stock.assign.serial,,,,,,,"Computed",No
26752,expected_qty,"Expected Quantity",float,244,stock.assign.serial,,,,,,,"stock.assign.serial.expected_qty",Yes
4079,id,"ID",integer,244,stock.assign.serial,,,,,,,"stock.assign.serial.id",Yes
39462,mark_as_done,"Valide all the productions after the split",boolean,244,stock.assign.serial,,,,,,,"stock.assign.serial.mark_as_done",Yes
4076,move_id,"Move",many2one,244,stock.assign.serial,stock.move,228,,,,,"stock.move.id",Yes
29346,multiple_lot_components_names,"Multiple Lot Components Names",text,244,stock.assign.serial,,,,,,,"stock.assign.serial.multiple_lot_components_names",Yes
4078,next_serial_count,"Number of SN",integer,244,stock.assign.serial,,,,,,,"stock.assign.serial.next_serial_count",Yes
4077,next_serial_number,"First SN",char,244,stock.assign.serial,,,,,,,"stock.assign.serial.next_serial_number",Yes
26754,produced_qty,"Produced Quantity",float,244,stock.assign.serial,,,,,,,"stock.assign.serial.produced_qty",Yes
4075,product_id,"Product",many2one,244,stock.assign.serial,product.product,193,,,,,"product.product.id",No
26751,production_id,"Production",many2one,244,stock.assign.serial,mrp.production,275,,,,,"mrp.production.id",Yes
26753,serial_numbers,"Produced Serial Numbers",text,244,stock.assign.serial,,,,,,,"stock.assign.serial.serial_numbers",Yes
26755,show_apply,"Show Apply",boolean,244,stock.assign.serial,,,,,,,"stock.assign.serial.show_apply",Yes
26756,show_backorders,"Show Backorders",boolean,244,stock.assign.serial,,,,,,,"stock.assign.serial.show_backorders",Yes
4084,write_date,"Last Updated on",datetime,244,stock.assign.serial,,,,,,,"stock.assign.serial.write_date",Yes
4083,write_uid,"Last Updated by",many2one,244,stock.assign.serial,res.users,90,,,,,"res.users.id",Yes
17705,backorder_confirmation_line_ids,"Backorder Confirmation Lines",one2many,250,stock.backorder.confirmation,stock.backorder.confirmation.line,1076,backorder_confirmation_id,,,,"stock.backorder.confirmation.line.backorder_confirmation_id",Yes
